name,department,dept_name,state,EOW,cause,location,year
"Deputy Sheriff David Francis Michel, Jr.","Jefferson Parish Sheriff's Office, LA",Jefferson Parish Sheriff's Office,LA,2016-06-22,Cause of Death: Gunfire,NA,2016
Sergeant Stacey Allen Baumgartner,"Patton Village Police Department, TX",Patton Village Police Department,TX,2016-06-19,Cause of Death: Vehicle pursuit,NA,2016
Deputy Sheriff Zachary Tyler Larnerd,"Jackson County Sheriff's Office, TN",Jackson County Sheriff's Office,TN,2016-06-15,Cause of Death: Automobile crash,NA,2016
Police Officer Michael Jason Katherman,"San Jose Police Department, CA",San Jose Police Department,CA,2016-06-14,Cause of Death: Motorcycle crash,NA,2016
Police Officer Endy Nddiobong Ekpanya,"Pearland Police Department, TX",Pearland Police Department,TX,2016-06-12,Cause of Death: Vehicular assault,NA,2016
Deportation Officer Brian Pecson Beliso,"United States Department of Homeland Security - Immigration and Customs Enforcement - Office of Enforcement and Removal Operations, US",United States Department of Homeland Security - Immigration and Customs Enforcement - Office of Enforcement and Removal Operations,US,2016-06-08,Cause of Death: Heart attack,Location: California,2016
Police Officer Natasha Maria Hunter,"New Orleans Police Department, LA",New Orleans Police Department,LA,2016-06-07,Cause of Death: Vehicular assault,NA,2016
Assistant Chief Michael V. Quinn,"New York City Police Department, NY",New York City Police Department,NY,2016-06-05,Cause of Death: 9/11 related illness,NA,2016
Sergeant Derrick Morial Mingo,"Winnsboro Police Department, LA",Winnsboro Police Department,LA,2016-06-04,Cause of Death: Automobile crash,NA,2016
"Sergeant Verdell Smith, Sr","Memphis Police Department, TN",Memphis Police Department,TN,2016-06-04,Cause of Death: Vehicular assault,NA,2016
Corporal Robert Cleveland Johnson,"Rapides Parish Sheriff's Office, LA",Rapides Parish Sheriff's Office,LA,2016-05-31,Cause of Death: Heart attack,NA,2016
Deputy Sheriff Michael Arthur Winter,"Branch County Sheriff's Office, MI",Branch County Sheriff's Office,MI,2016-05-31,Cause of Death: Animal related,NA,2016
Detective Michael E. Glazer,"New York City Police Department, NY",New York City Police Department,NY,2016-05-26,Cause of Death: 9/11 related illness,NA,2016
"Trooper Darryl J. Burroughs, Sr.","New York State Police, NY",New York State Police,NY,2016-05-25,Cause of Death: 9/11 related illness,NA,2016
"Police Officer Ronald Tarentino, Jr.","Auburn Police Department, MA",Auburn Police Department,MA,2016-05-22,Cause of Death: Gunfire,NA,2016
Police Officer David Van Glasser,"Phoenix Police Department, AZ",Phoenix Police Department,AZ,2016-05-19,Cause of Death: Gunfire,NA,2016
Police Officer Sean Richard Johnson,"Hilliard Division of Police, OH",Hilliard Division of Police,OH,2016-05-19,Cause of Death: Motorcycle crash,NA,2016
Detective Brad D. Lancaster,"Kansas City Police Department, KS",Kansas City Police Department,KS,2016-05-09,Cause of Death: Gunfire,NA,2016
"Investigator Anthony Joseph ""TJ"" Freeman","Bibb County Sheriff's Office, GA",Bibb County Sheriff's Office,GA,2016-05-05,Cause of Death: Vehicle pursuit,NA,2016
Lieutenant Kenneth W. Rosello,"New York City Police Department, NY",New York City Police Department,NY,2016-05-02,Cause of Death: 9/11 related illness,NA,2016
Sergeant Jorge Ramos,"Florida Department of Corrections, FL",Florida Department of Corrections,FL,2016-05-01,Cause of Death: Heart attack,NA,2016
Police Officer Kenneth W. Wolf,"New York City Police Department, NY",New York City Police Department,NY,2016-04-18,Cause of Death: 9/11 related illness,NA,2016
Border Patrol Agent Jose Daniel Barraza,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol,US,2016-04-18,Cause of Death: Automobile crash,Location: Texas,2016
Police Officer Steven Michael Smith,"Columbus Division of Police, OH",Columbus Division of Police,OH,2016-04-12,Cause of Death: Gunfire,NA,2016
Police Officer Deborah A. Garbutt-Jeff,"New York City Police Department, NY",New York City Police Department,NY,2016-04-03,Cause of Death: 9/11 related illness,NA,2016
Sergeant Anthony Napolitano,"New York City Police Department, NY",New York City Police Department,NY,2016-04-03,Cause of Death: 9/11 related illness,NA,2016
Trooper II Chad Phillip Dermyer,"Virginia State Police, VA",Virginia State Police,VA,2016-03-31,Cause of Death: Gunfire,NA,2016
Police Officer Susan Louise Farrell,"Des Moines Police Department, IA",Des Moines Police Department,IA,2016-03-26,Cause of Death: Vehicular assault,NA,2016
Police Officer Carlos Bernabe Puente-Morales,"Des Moines Police Department, IA",Des Moines Police Department,IA,2016-03-26,Cause of Death: Vehicular assault,NA,2016
Trooper Jeffrey Don Nichols,"Texas Department of Public Safety - Texas Highway Patrol, TX",Texas Department of Public Safety - Texas Highway Patrol,TX,2016-03-26,Cause of Death: Automobile crash,NA,2016
Deputy Sheriff Carl Allen Koontz,"Howard County Sheriff's Office, IN",Howard County Sheriff's Office,IN,2016-03-20,Cause of Death: Gunfire,NA,2016
Police Officer III Allen Lee Jacobs,"Greenville Police Department, SC",Greenville Police Department,SC,2016-03-18,Cause of Death: Gunfire,NA,2016
Deputy Sheriff Adam John Hartwig,"Ozaukee County Sheriff's Office, WI",Ozaukee County Sheriff's Office,WI,2016-03-18,Cause of Death: Heart attack,NA,2016
Trooper Thomas L. Clardy,"Massachusetts State Police, MA",Massachusetts State Police,MA,2016-03-16,Cause of Death: Vehicular assault,NA,2016
Police Officer Stephen A. Ketchum,"Newtown Police Department, CT",Newtown Police Department,CT,2016-03-15,Cause of Death: 9/11 related illness,Location: New York,2016
Patrolman David Ortiz,"El Paso Police Department, TX",El Paso Police Department,TX,2016-03-14,Cause of Death: Vehicular assault,NA,2016
First Sergeant Joseph George Portaro,"West Virginia State Police, WV",West Virginia State Police,WV,2016-03-14,Cause of Death: Heart attack,NA,2016
Officer Nathan Daniel Taylor,"California Highway Patrol, CA",California Highway Patrol,CA,2016-03-13,Cause of Death: Struck by vehicle,NA,2016
Corporal Jacai David Colson,"Prince George's County Police Department, MD",Prince George's County Police Department,MD,2016-03-13,Cause of Death: Gunfire (Inadvertent),NA,2016
"Deputy Sheriff John Robert Kotfila, Jr.","Hillsborough County Sheriff's Office, FL",Hillsborough County Sheriff's Office,FL,2016-03-12,Cause of Death: Vehicular assault,NA,2016
Trooper Sean Eamonn Cullen,"New Jersey State Police, NJ",New Jersey State Police,NJ,2016-03-08,Cause of Death: Struck by vehicle,NA,2016
"Police Officer Henry Malcolm McAleenan, Jr.","Miami-Dade Police Department, FL",Miami-Dade Police Department,FL,2016-03-06,Cause of Death: Gunfire (Inadvertent),NA,2016
Police Officer Richard E. Taylor,"New York City Police Department, NY",New York City Police Department,NY,2016-03-06,Cause of Death: 9/11 related illness,NA,2016
Police Officer Scot Fitzgerald,"South Jacksonville Police Department, IL",South Jacksonville Police Department,IL,2016-03-04,Cause of Death: Automobile crash,NA,2016
Police Officer David Stefan Hofer,"Euless Police Department, TX",Euless Police Department,TX,2016-03-01,Cause of Death: Gunfire,NA,2016
"Police Officer Jorge L. Gil, Jr.","Haines City Police Department, FL",Haines City Police Department,FL,2016-02-29,Cause of Death: Duty related illness,NA,2016
Police Officer Ashley Marie Guindon,"Prince William County Police Department, VA",Prince William County Police Department,VA,2016-02-27,Cause of Death: Gunfire,NA,2016
Corporal Nathaniel Alan Carrigan,"Park County Sheriff's Office, CO",Park County Sheriff's Office,CO,2016-02-24,Cause of Death: Gunfire,NA,2016
"Police Officer John F. Vierling, Jr.","New York City Police Department, NY",New York City Police Department,NY,2016-02-22,Cause of Death: 9/11 related illness,NA,2016
Deputy Sheriff Ricky Carlton Anderson,"Polk County Sheriff's Office, FL",Polk County Sheriff's Office,FL,2016-02-21,Cause of Death: Heart attack,NA,2016
Agent James Lee Tartt,"Mississippi Department of Public Safety - Bureau of Narcotics, MS",Mississippi Department of Public Safety - Bureau of Narcotics,MS,2016-02-20,Cause of Death: Gunfire,NA,2016
Major Gregory Eugene Barney,"Riverdale Police Department, GA",Riverdale Police Department,GA,2016-02-11,Cause of Death: Gunfire,NA,2016
Police Officer Jason David Moszer,"Fargo Police Department, ND",Fargo Police Department,ND,2016-02-11,Cause of Death: Gunfire,NA,2016
Deputy Sheriff Scott Alfred Ballantyne,"Tulare County Sheriff's Office, CA",Tulare County Sheriff's Office,CA,2016-02-10,Cause of Death: Aircraft accident,NA,2016
Deputy First Class Mark Franklin Logsdon,"Harford County Sheriff's Office, MD",Harford County Sheriff's Office,MD,2016-02-10,Cause of Death: Gunfire,NA,2016
Senior Deputy Patrick Bryan Dailey,"Harford County Sheriff's Office, MD",Harford County Sheriff's Office,MD,2016-02-10,Cause of Death: Gunfire,NA,2016
Deputy Sheriff Derek Mace Geer,"Mesa County Sheriff's Office, CO",Mesa County Sheriff's Office,CO,2016-02-08,Cause of Death: Gunfire,NA,2016
Sergeant Jason Michael Goodding,"Seaside Police Department, OR",Seaside Police Department,OR,2016-02-05,Cause of Death: Gunfire,NA,2016
Police Officer Curtis Joseph Bako,"New York City Police Department, NY",New York City Police Department,NY,2016-01-27,Cause of Death: 9/11 related illness,NA,2016
Detective Andrew L. Siroka,"New York City Police Department, NY",New York City Police Department,NY,2016-01-25,Cause of Death: 9/11 related illness,NA,2016
Special Agent J. Scott McGuire,"United States Department of Homeland Security - Immigration and Customs Enforcement - Homeland Security Investigations, US",United States Department of Homeland Security - Immigration and Customs Enforcement - Homeland Security Investigations,US,2016-01-24,Cause of Death: Vehicular assault,Location: Florida,2016
Correctional Officer Adam Scott Conrad,"Marion County Sheriff's Office, IL",Marion County Sheriff's Office,IL,2016-01-20,Cause of Death: Automobile crash,NA,2016
"Police Officer Thomas Wayne Cottrell, Jr.","Danville Police Department, OH",Danville Police Department,OH,2016-01-17,Cause of Death: Gunfire,NA,2016
"Police Officer Douglas Scott Barney, II","Unified Police Department of Greater Salt Lake, UT",Unified Police Department of Greater Salt Lake,UT,2016-01-17,Cause of Death: Gunfire,NA,2016
"Corporal Harvey Snook, III","Arlington County Police Department, VA",Arlington County Police Department,VA,2016-01-14,Cause of Death: 9/11 related illness,NA,2016
Police Officer William T. Walsh,"New York City Police Department, NY",New York City Police Department,NY,2016-01-11,Cause of Death: 9/11 related illness,NA,2016
"Deputy Sheriff Zackari Spurlock Parrish, III","Douglas County Sheriff's Office, CO",Douglas County Sheriff's Office,CO,2017-12-31,Cause of Death: Gunfire,NA,2017
Deputy Sheriff Michael David Ryan,"Broward County Sheriff's Office, FL",Broward County Sheriff's Office,FL,2017-12-31,Cause of Death: Heart attack,NA,2017
"Officer Andrew Joseph Camilleri, Sr.","California Highway Patrol, CA",California Highway Patrol,CA,2017-12-24,Cause of Death: Vehicular assault,NA,2017
Detective John K. Muller,"New York City Police Department, NY",New York City Police Department,NY,2017-12-23,Cause of Death: 9/11 related illness,NA,2017
Police Officer Paul Lazinsky,"El Mirage Police Department, AZ",El Mirage Police Department,AZ,2017-12-12,Cause of Death: Heart attack,NA,2017
"Detective James A. Schiavone, Jr.","New York City Police Department, NY",New York City Police Department,NY,2017-12-12,Cause of Death: 9/11 related illness,NA,2017
Sergeant Michael Vincent Incontrera,"New York City Police Department, NY",New York City Police Department,NY,2017-12-10,Cause of Death: 9/11 related illness,NA,2017
Deputy Chief Fire Marshal Sander Benjamin Cohen,"Maryland Office of the State Fire Marshal, MD",Maryland Office of the State Fire Marshal,MD,2017-12-08,Cause of Death: Struck by vehicle,NA,2017
Corporal James Eric Chapman,"Johnston Police Department, SC",Johnston Police Department,SC,2017-12-08,Cause of Death: Automobile crash,NA,2017
Police Officer Donald Olson Kimbrough,"Detroit Police Department, MI",Detroit Police Department,MI,2017-12-07,Cause of Death: Gunfire,NA,2017
Police Officer Kenneth Malcolm Copeland,"San Marcos Police Department, TX",San Marcos Police Department,TX,2017-12-04,Cause of Death: Gunfire,NA,2017
Sergeant James Thomas Farrell,"Suffolk County Police Department, NY",Suffolk County Police Department,NY,2017-12-01,Cause of Death: 9/11 related illness,NA,2017
Special Agent Dennis Bonelli,"United States Department of Justice - Federal Bureau of Investigation, US",United States Department of Justice - Federal Bureau of Investigation,US,2017-11-28,Cause of Death: 9/11 related illness,Location: New York,2017
Sergeant Fred Robert Wiercyski,"Town of Oconomowoc Police Department, WI",Town of Oconomowoc Police Department,WI,2017-11-28,Cause of Death: Heart attack,NA,2017
Sergeant Colleen A. McGowan,"New York City Police Department, NY",New York City Police Department,NY,2017-11-25,Cause of Death: 9/11 related illness,NA,2017
Deputy Sheriff Eric Brian Overall,"Oakland County Sheriff's Office, MI",Oakland County Sheriff's Office,MI,2017-11-23,Cause of Death: Vehicular assault,NA,2017
Trooper Damon Charles Allen,"Texas Department of Public Safety - Texas Highway Patrol, TX",Texas Department of Public Safety - Texas Highway Patrol,TX,2017-11-23,Cause of Death: Gunfire,NA,2017
Detective Sixto Almonte,"New York City Police Department, NY",New York City Police Department,NY,2017-11-20,Cause of Death: 9/11 related illness,NA,2017
Border Patrol Agent Rogelio Martinez,"United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol, US",United States Department of Homeland Security - Customs and Border Protection - United States Border Patrol,US,2017-11-19,Cause of Death: Accidental,Location: Texas,2017
Patrolman Brian David Shaw,"New Kensington Police Department, PA",New Kensington Police Department,PA,2017-11-17,Cause of Death: Gunfire,NA,2017
Patrol Officer Jaimie Joseph Alan Cox,"Rockford Police Department, IL",Rockford Police Department,IL,2017-11-05,Cause of Death: Vehicular assault,NA,2017
Senior Trooper Thomas Patrick Nipper,"Texas Department of Public Safety - Texas Highway Patrol, TX",Texas Department of Public Safety - Texas Highway Patrol,TX,2017-11-04,Cause of Death: Automobile crash,NA,2017
Deputy Jailer James Martin Wallace,"Richmond County Sheriff's Office, GA",Richmond County Sheriff's Office,GA,2017-11-02,Cause of Death: Heart attack,NA,2017
Police Officer Andre H. Van Vegten,"Chicago Police Department, IL",Chicago Police Department,IL,2017-11-02,Cause of Death: Automobile crash,NA,2017
Correctional Officer Wendy Letitia Shannon,"North Carolina Department of Public Safety - Division of Adult Correction and Juvenile Justice, NC",North Carolina Department of Public Safety - Division of Adult Correction and Juvenile Justice,NC,2017-10-30,Cause of Death: Assault,NA,2017
"Trooper Daniel Keith Rebman, Jr.","South Carolina Highway Patrol, SC",South Carolina Highway Patrol,SC,2017-10-24,Cause of Death: Automobile crash,NA,2017
Patrolman Justin A. Leo,"Girard Police Department, OH",Girard Police Department,OH,2017-10-21,Cause of Death: Gunfire,NA,2017
Lieutenant James D. Russell,"New York City Police Department, NY",New York City Police Department,NY,2017-10-16,Cause of Death: 9/11 related illness,NA,2017
